"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195"
"Свердловская область","2280621602","2275658479","96622","9034480","9034480","180689092","8700","175048","175048","3675905","362","717216","717216","10245947","264","8192","8192","125215","9","0","0","0","0","67375292","67358266","673581375","6402","101151","101073","1111799","39","1555","1497243577","1493670888","7468350438","85067","2349","0","0","0","0","116483430","115437546","692621526","1908","44706","44706","230983","11","2827","2827","26510","8","2459143","2456910","12284569","466","464663915","464516706","2846835373","55443","111162811","110864284","28621","1139972","1139033","101","122356322","122177075","38317","1358173","1327054","3603","436","436","7","18518","18470","73","37953","34452","63","74176","70241","113","75","75","7","2032656692","2030043481","88709","1409419413","1407806321","85889","53485694","53470994","4184","14164646","14182373","1614","128870758","128761332","24990","2456306","2453828","453","423269220","422443916","52584","965052","936128","865","1665","1665","8","11833","11833","17","8751369","8746431","558","343477915","341037805","97464","0","0","0","0","0","0","102538702","102500692","1074","17991574","18017720","889","876206279","0","424558917","84911781","79215182","15843040","7725922","61342819","26749","5350","3565","713","0","4637","18","0","721312354","144262473","420840032","84168007","600117","59494349","0","0","0","0","0","0","0","0","0","0","1145871271","229174254","500055214","100011047","8326039","120837168","40130197","8026040","5697168","1139434","192066","6694540","303665","60733","3357","671","809","59253","34","0","20576758","60706955","180661","476","36","0","876206279","8610718"
"Смоленская область","279130756","277318505","17719","1138671","1138671","22773405","1085","30868","30868","648218","41","126350","126350","1804994","31","17319","17319","264737","5","0","0","0","0","20041784","20003905","200038976","2176","10983","10974","120715","14","0","174399762","172672141","863328157","15712","0","0","0","0","0","4344354","4348363","26090177","337","20","20","102","1","0","0","0","0","127855","127624","638122","85","65640219","65597639","403732038","8279","11915635","11911607","3436","483597","479173","29","13252564","13244623","5372","708488","709999","1206","8504","8504","8","242","242","17","21410","20481","92","21382","19512","117","4","4","1","254459349","252625325","17003","144238933","142443144","16373","9919771","9908604","980","27006783","27019079","4480","10945821","10932629","2914","102209","101979","81","61573265","61551743","7765","669593","669837","498","0","0","0","9046","9046","9","4689836","4927233","766","35118962","34809854","15549","0","0","0","0","0","0","14289416","14261450","3559","335946","336506","154","150687055","0","23585078","4717014","4044550","808913","278583","3629518","685","137","7","1","0","136","2","0","11503850","2300769","1266709","253342","4355","2043072","0","0","0","0","0","0","0","0","0","0","35088928","7017783","5311259","1062255","282938","5672590","3508531","701706","190112","38023","2958","660725","656","131","0","0","0","131","3","0","8959188","12467719","155176","7145","16","0","150687055","4922425"
"Тамбовская область","161784745","161618100","8652","598063","598063","11988633","618","23039","23039","483813","39","71494","71494","1021348","18","0","0","0","0","0","0","0","0","33807009","33766039","337659126","2314","10886","10780","118581","9","2185","76754188","76671981","383353987","7087","0","0","0","0","0","394827","395208","2358890","169","1705","1705","12589","2","0","0","0","0","411344","391619","1958096","106","37027569","37010295","262698104","4028","11402900","11399936","1834","835128","835134","3","12679049","12672673","2926","81210","81104","537","0","0","0","269","269","11","0","0","0","26298","26334","8","6338","4625","6","142430411","142501217","7844","93076264","93194261","7646","2701237","2701237","112","592268","592182","107","12374619","12382188","1571","411341","391616","105","33200447","33166509","3636","78315","76823","100","0","0","0","18066","18089","3","838936","838936","16","23730282","23478516","8823","0","0","0","0","0","0","5079122","5084697","100","333459","332983","102","34632263","0","15715683","3143137","2065952","413188","169276","2560673","0","0","0","0","0","0","0","0","4116390","823278","45624","9124","4674","809480","0","0","0","0","0","0","0","0","0","0","19832073","3966415","2111576","422312","173950","3370153","2227751","445551","134743","26948","15890","402713","44168","8834","0","0","0","8834","2","0","47479","2275230","0","0","0","0","34632263","835004"
"Тверская область","262824866","262644108","16379","1474935","1474935","29469167","1480","36273","36273","761732","74","64261","64261","918011","29","0","0","0","0","0","0","0","0","18241011","18228590","182272864","1644","33322","33295","366245","16","5","181356795","181248392","906335453","14358","35","5833","5833","34999","1","1432642","1433114","8599208","298","-25","0","550","0","0","0","0","0","189918","189940","1483312","95","51231280","51169730","412601032","8243","7842150","7858208","3664","7542","7542","17","8759318","8758888","5633","210366","209693","1264","175","175","1","805","805","21","6772","6772","15","43466","12580","15","0","0","0","218050358","218155705","14441","152193462","152257269","13948","7856503","7857119","517","1485291","1487577","328","10269892","10281426","3148","189680","189680","89","45922161","45954611","7722","134020","127765","211","0","0","0","1041","1041","3","1990733","1992825","90","50856905","50577564","17094","0","0","0","0","0","0","7770254","7805780","237","3304355","3352695","179","29512131","0","37147823","7429560","7225991","1445200","663955","5320405","40","8","0","0","0","8","1","0","5577233","1115447","122554","24510","9404","1081533","0","0","0","0","0","0","0","0","0","0","42725056","8545007","7348545","1469710","673359","6401938","13021251","2604251","1812971","362595","1202451","1039205","16858","3372","0","0","0","3372","12","0","2364076","15385327","264","0","1","0","29512131","1959763"
"Томская область","308809675","308336459","12480","1290104","1290104","25802075","1290","30968","30968","650331","52","96780","96780","1382566","28","757","757","11570","1","0","0","0","0","22269414","22594804","225943240","1325","257","23","254","5","149","241911854","241226928","1206143387","10748","0","0","0","0","0","581133","648034","3888101","169","1055","1055","15673","7","8887","8887","183048","5","274469","272577","1362885","82","30053972","29991526","183475490","6071","11693191","11582586","2930","94819","94819","14","12301250","12183811","4443","102983","101459","877","0","0","0","268","268","21","717","690","8","34874","8768","33","17","17","1","245122971","245066013","11233","195592589","195536324","10893","7021497","7033114","301","306586","306586","149","13170678","13144388","2451","274288","272397","78","28672023","28692774","5669","83769","82382","138","0","0","1","-3315","139","2","4957780","4957714","43","75041256","74593137","12857","0","0","0","0","0","0","16120841","16117831","262","11398553","11228662","128","75275395","0","46077849","9215571","6310275","1262055","845139","7108377","20219","4044","226","45","226","3773","5","0","27503291","5500659","926237","185247","32659","5282753","0","0","0","0","0","0","0","0","0","0","73581140","14716230","7236512","1447302","877798","12391130","5790387","1158078","298893","59779","2119","1096180","175764","35153","167423","33485","1727","-59","5","0","1242781","7033168","0","0","0","0","75275395","4925978"
"Тульская область","616230677","614127299","19446","1791700","1791700","35833023","1736","57246","57246","1202172","99","203626","203626","2908817","53","733","733","11206","2","0","0","0","0","28460556","28458539","284585396","2192","38629","38629","424917","25","262","385689737","384255301","1921276606","16785","0","0","0","0","0","2921421","2917537","17505222","403","9655","9655","60387","6","0","0","0","0","551906","533321","3345918","183","132969452","132905459","820069694","10007","34439978","33983484","4528","76127","76127","16","63544876","62964412","6783","2070746","2070611","926","267","267","3","2019","2019","35","121040","121040","17","22237","22468","34","-47","-47","1","546628789","544856165","17395","346588296","347356490","16860","36333445","36336575","593","5069456","4410308","413","45511942","45016384","4033","546020","527188","167","110598940","109228260","9317","1984774","1984545","232","0","0","0","1242","1242","1","261134","261152","80","96160887","95510375","19617","0","0","0","0","0","0","24590973","24271135","433","4199452","4029573","276","185678319","0","55933550","11186708","16155394","3231080","1433263","6522365","0","0","0","0","0","0","0","0","18810607","3762121","11664","2333","10982","3748806","0","0","0","0","0","0","0","0","0","0","74744157","14948829","16167058","3233413","1444245","10271171","7564326","1512865","788627","157725","671074","684066","0","0","0","0","0","0","0","0","1503199","9067525","0","0","0","0","185678319","257361"
"Тюменская область","746297850","746057076","25231","4106601","4106601","82131304","4096","76472","76472","1605910","167","260339","260339","3719126","101","2627","2627","40159","4","0","0","0","0","15887355","15870178","158701184","2156","51106","61301","674310","21","114","533153968","533159332","2659952531","20057","-469","61","61","368","2","1614477","1596677","9579739","418","1714","1714","14915","4","384","384","8065","2","1100082","1034900","5174499","142","150226911","150103089","912408566","12690","33519766","33534097","6570","22894","22894","24","39837939","39804037","9470","845817","838576","1071","563","0","0","739","739","20","6867","6867","9","8504","9211","13","77","77","3","644035340","644627094","21542","453476939","454079713","20460","12472058","12460507","404","1984566","1980065","199","30793212","31086056","5818","1099524","1033952","138","143516606","143100161","11483","827410","956702","265","0","0","1","0","0","0","336336","335938","72","151054380","150185286","25583","0","0","0","0","0","0","48150836","48103929","309","27706255","27706154","196","232001101","0","119266973","23853396","27155661","5431132","3056208","15366056","234062","46812","7797","1559","273","44980","15","0","54706970","10941394","1904783","380958","53597","10506839","0","0","0","0","0","0","0","0","0","0","173973943","34794790","29060444","5812090","3109805","25872895","52850276","10570055","4157308","831462","435593","9303000","318423","63685","50293","10059","0","53626","16","0","2853190","55703466","0","0","0","0","232001101","335983"
"Ульяновская область","204955141","204560710","15151","1262325","1262325","25246493","1284","22687","22687","476426","37","97835","97835","1397640","29","0","0","0","0","0","0","0","0","17631823","17625275","176252742","1599","230","1057","11631","13","186","131426841","131523918","657616142","13200","0","0","0","0","0","2957822","2956999","17741994","358","0","0","0","0","0","0","0","0","75600","75200","375998","108","39633504","39217777","248607993","7344","10601272","10559824","3581","29663","24655","10","11846943","11778106","5432","303799","303750","590","300","300","1","24","24","2","6329","6329","15","1713","3825","8","79","79","2","179495384","179245754","13854","128144891","128068987","13481","5622157","5608071","421","826904","828508","235","12303707","12256563","3062","74679","74242","101","32271989","32163935","6772","246116","245929","153","2","2","1","0","0","0","1247023","1247023","59","31714992","31452786","15201","0","0","0","0","0","0","7150158","7026871","166","545071","544968","138","27570178","0","35195409","7039081","6798608","1359721","675093","5004267","62655","12531","0","0","0","12531","4","0","8940178","1788036","613135","122628","26631","1638777","0","0","0","0","0","0","0","0","0","0","44135587","8827117","7411743","1482349","701724","6643044","4186403","837280","344988","68997","2033","766250","16160","3232","915","183","154","2895","8","0","4216495","8402898","1392","0","3","0","27570178","1215122"
"Челябинская область","1135018484","1134017747","61835","4263489","4263489","85204304","4284","77742","77742","1632579","172","273418","273418","3905973","101","6494","6494","99265","3","1","1","11","1","33880831","33837770","338375846","3711","14724","14873","163607","35","9180","749780634","749135180","3752204647","55648","246","0","0","0","0","17769501","17610801","105664806","1111","5030","4895","111139","10","116","116","574","1","1409065","1410581","7057707","306","259163890","259085076","1570405286","33343","65026221","64929829","17693","172449","171517","45","68362008","68275126","23796","881339","873748","2066","63","63","3","12757","12757","40","13803","13643","29","77187","65419","153","33","33","4","977233116","977449552","57581","634796682","635726117","56191","22424864","22433271","2302","7233383","7242275","1064","80548738","80304220","15167","1281747","1283397","296","230420462","229955189","31635","643041","635515","465","-1100","900","4","1356","1483","7","5131557","5132984","415","191045515","189828606","61401","0","0","0","0","0","0","37308528","37337283","1329","10293563","10278372","514","201957725","0","148122221","29624446","30282479","6056500","2628634","20939312","217873","43575","83233","16647","3158","23770","17","0","484639702","96927941","335173971","67034795","88097","29805049","0","0","0","0","0","0","0","0","0","0","632761923","126552387","365456450","73091295","2716731","50744361","17552144","3510429","3175194","635038","150223","2725168","110215","22043","143940","28788","32792","-39537","14","0","4385052","21937196","11720","0","8","0","201957725","5060474"
"Ярославская область","382280550","381817124","23243","1369676","1369676","27391620","1504","33828","33828","710368","90","120608","120608","1722965","45","544","544","8318","2","0","0","0","0","13357263","13306611","133066086","2016","2143","2229","24522","5","500","256750021","256586436","1282935908","21134","0","0","0","0","0","2429008","2427117","14562702","354","0","0","0","0","0","0","0","0","325809","325669","1644524","153","86774505","86698194","526305330","12211","18903162","18857372","5496","485544","353688","31","21108614","20937337","8300","305984","309198","713","0","0","0","1457","1457","33","879","879","13","9736","6743","23","0","19","3","322105459","322318627","21516","212102286","212543212","21022","10136153","10112565","668","1467182","1467383","389","27197989","27176330","4785","327397","326206","149","70619831","70439358","11505","280061","278229","212","0","0","1","0","0","0","1133858","1120951","105","72216841","71492993","23456","0","0","0","0","0","0","12802473","12741744","299","1757180","1757547","186","125299852","0","88520156","17704032","19082328","3816470","1805319","12082243","47787","9557","0","0","0","9557","6","0","1425421377","285084276","1116191237","223238247","8857597","52988432","0","0","0","0","0","0","0","0","0","0","1513941533","302788308","1135273565","227054717","10662916","65070675","42039100","8407821","910967","182194","11707","8213920","880470","176094","28398","5680","0","170414","11","0","1733428","43772528","15957","0","1","0","125299852","1118596"
"Г.Москва","25005442009","24492199140","511628","53347574","53347574","1066951054","47196","1055394","1055394","22153660","1832","7237967","7237967","103402518","2178","63550","63550","971410","62","0","0","0","0","804819746","801111019","8446182459","36247","1717320","1716546","18882011","150","636557","16689011242","16222215083","81111296661","446426","1142","14478","14478","86850","2","94660637","94500139","567004376","5268","3855493","3190120","16028208","46","39119","38879","422906","64","37172131","38168056","190844868","845","5683507097","5647272640","34578565143","280813","1240765329","1238137004","115581","203094016","204007287","388","1588467889","1581189870","163166","101944010","101778605","16595","712175","714888","126","13104","13853","76","12614870","12575589","1735","1624695","1421238","1154","51385","51025","52","22157287178","21657572584","468503","13988111661","13548218494","448893","1438520003","1410278501","46001","204736605","200166952","14935","1390720469","1386678846","101151","37090975","38077948","809","5013288666","4991259969","264241","84509951","83105653","9088","9307","17212","49","217788","202941","103","862619814","863418404","4064","3781091518","3753026326","502644","15603730","15268404","478","6034","6034","17","1690215782","1676846666","5821","273344335","274249686","3175","11891130020","0","6153842634","1230768530","1815768413","363153682","115988000","751626848","246103","49221","255022","51004","17942","-19725","14","0","90944759796","18188951958","76535051054","15307010209","109143436","2772798313","2836","567","567","2","0","0","0","0","0","0","97098605266","19419721055","78350819467","15670163891","225131436","3524425728","11227631712","2245526343","2048497978","409699595","16784942","1819041806","4954631","990926","344346","68869","21183","900874","112","0","7514877935","18742509647","876681","2586","148","0","11891130020","860367463"
"Г.Санкт-Петербург","7524727310","7522392630","212614","22008587","22008587","440171558","20264","347107","347107","7289257","727","1938061","1938061","27686583","670","24426","24426","373367","16","0","0","0","0","185318268","185260772","3117873343","13741","24818","20589","226477","75","2339","5381011784","5380020444","26900101069","186298","238","0","0","0","0","15843452","15830329","95018629","2311","14670","14670","200645","16","8707","8707","60852","7","3611191","3607555","18048285","445","1408528107","1408099780","8835621859","125247","352765175","352022718","58091","975866","974762","151","379547254","378713363","79314","10828800","10716337","7309","17173","17173","38","3295","3295","44","700984","703574","319","215854","397301","291","8406","8281","20","6818317448","6818393274","195356","4773797554","4775243842","188201","270795458","271105462","16063","27657613","27790459","5658","347554786","346678031","50533","3577666","3570430","418","1385968141","1385335581","118322","8897253","8717841","2436","246","246","8","161837","161228","31","349999230","350294581","1907","1035788193","1032632026","213654","0","0","0","0","0","0","668506337","667404809","1914","237802252","237894353","1510","5108958331","0","1202772960","240554593","337570899","67514177","28365517","144674899","389908","77982","153949","30790","216","46976","24","0","12674475495","2534895099","11095127800","2219025561","30374421","285495117","0","0","0","0","0","0","0","0","0","0","13877248455","2775449692","11432698699","2286539738","58739938","430170016","875241629","175048324","38028934","7605788","796119","166646417","407850","81570","0","0","267","81303","46","0","127628876","1002870505","1421058","40490","164","0","5108958331","349778967"
"Г.Севастополь","54426331","54420936","5860","621831","621831","12436578","671","16883","16883","354541","20","29369","29369","419562","13","0","0","0","0","0","0","0","0","4293678","4293235","42932349","730","271","271","2983","1","26","32636443","32636938","163184679","4944","0","0","0","0","0","376502","376090","2256537","57","0","0","0","0","0","0","0","0","64975","64837","324186","30","13313335","13303513","82499240","3535","2935521","2938830","1567","0","0","0","3073017","3077942","2232","102352","102279","243","0","0","0","225","225","6","2","2","2","17","17","1","0","0","0","44992583","45038325","5218","31754116","31787755","4988","38477","38473","16","54776","54776","32","5144589","5150704","1422","64018","63881","29","7841349","7848118","3175","93043","92651","21","1963","1963","1","0","0","0","5690","5389","8","10082636","10026542","6088","0","0","0","0","0","0","500811","497593","28","98194","98194","43","852461","0","14073198","2814641","1071592","214319","265745","2334577","0","0","0","0","0","0","0","0","295132","59027","64357","12871","6686","39470","0","0","0","0","0","0","0","0","0","0","14368330","2873668","1135949","227190","272431","2374047","1636239","327248","18085320","3617064","15211","-3305027","117506","23501","0","0","0","23501","3","0","41259","1677498","0","0","0","0","852461","5390"
"Еврейская автономная область","9986663","9979626","689","159987","159987","3199735","148","5422","5422","113856","10","8421","8421","120299","2","0","0","0","0","0","0","0","0","627637","626338","6263382","150","0","0","0","0","0","8303412","8298471","41492354","454","0","0","0","0","0","14396","14380","86278","10","4396","4396","87915","3","0","0","0","0","74380","74380","371901","11","646358","646124","4135863","268","129217","128626","87","0","0","0","146434","145887","162","60445","57875","225","0","0","0","316","316","5","0","0","0","2170","0","0","217","217","1","4129665","4111275","561","3221637","3208488","515","217151","217186","46","988","988","2","130149","130175","87","74380","74380","11","428038","422739","222","57322","57319","23","0","0","0","0","0","0","1719738","1707655","10","6164380","6152310","866","0","0","0","0","0","0","1959707","1929199","58","31561","26307","12","17686188","0","2147530","429507","611655","122330","36043","271134","611435","122287","197121","39424","5827","77036","3","0","602898","120580","259","52","259","120269","0","0","0","0","0","0","0","0","0","0","2750428","550087","611914","122382","36302","391403","145160","29032","16750","3350","0","25682","0","0","0","0","0","0","0","0","0","145160","22075","0","2","0","17686188","1646814"
"Ненецкий АО","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ханты-Мансийский АО - Югра","1275011665","1274655603","16173","2619804","2619804","52397959","2461","118885","118885","2496513","145","228395","228395","3262438","63","3","3","42","1","0","0","0","0","5159656","5132664","51326633","857","7459","7459","82052","14","614","1024650063","1024481493","5122428005","13223","0","0","0","0","0","1300805","1299727","7798363","331","748","748","14951","3","2454","2454","23982","2","35280597","35279984","176399942","174","160205154","160087418","971135209","5813","45499358","43032394","2912","5052","3397","4","45418408","45337751","5083","548117","543882","1415","0","0","0","1331","825","19","7429","7419","4","2222","2222","3","16","0","0","784873170","784862236","13342","557587037","557708176","12870","2513192","2519083","148","1187497","1184871","91","45263575","45240010","2420","20482774","20481115","169","157289086","157187569","5279","541258","548531","320","28","28","2","177","177","1","52138650","52141331","60","453242610","452779762","16955","0","0","0","0","0","0","14606267","14515064","203","62277321","61968100","263","1603169736","0","56673847","11334766","10775653","2155130","1221111","7958525","0","0","0","0","0","0","0","0","91346271","18269255","21038891","4207778","24435","14037042","0","0","0","0","0","0","0","0","0","0","148020118","29604021","31814544","6362908","1245546","21995567","5238571","1047714","276092","55219","182874","809621","484108","96822","1154","231","1104","95487","16","0","489341","5727912","4812","0","6","0","1603169736","52119768"
"Чукотский АО","33863224","33862581","650","304272","304272","6025900","209","6643","6643","139287","12","18676","18676","266805","5","0","0","0","0","0","0","0","0","353633","352255","3522551","84","14107","14107","155177","3","0","17805289","17791872","89014476","416","0","0","0","0","0","23253","23002","138015","10","2212","2212","44248","1","0","0","0","0","1079986","1079986","5399930","29","10203638","10214158","61435589","206","3396171","3399905","100","89","89","1","4051829","4055711","173","27743","27289","658","0","0","0","72","72","2","0","0","0","263035","263035","3","0","0","0","54938411","54912341","480","34622632","34665680","456","822133","822133","8","13166","13166","4","14385271","14359103","87","1061187","1023039","26","4012806","4007364","183","26055","26173","77","0","0","0","7786","7786","1","1038949","1038943","13","9043989","9035676","1040","0","0","0","0","0","0","30877037","30844929","146","812884","812884","25","136851777","0","686010","137203","125461","25094","38842","73267","1271","254","878","176","1290","-1212","3","0","114548008","22909601","9212","1842","1842","22905917","0","0","0","0","0","0","0","0","0","0","115234018","23046804","134673","26936","40684","22979184","396848","79368","174433","34886","172274","-127792","672","134","935","187","0","-53","1","0","0","396848","0","0","0","0","136851777","856135"
"Ямало-Ненецкий АО","1085971729","1085403063","4230","1233145","1233145","24663395","1126","33201","33201","697221","64","191110","191110","2730149","60","2","2","31","2","0","0","0","0","967213","906458","9064575","253","4870","4870","53566","7","19","956627151","956414800","4781918745","2895","0","0","0","0","0","81425","81199","487193","86","1215","1215","6075","1","0","0","0","0","229838","229293","1146466","104","93383125","93258126","563141489","1836","31864970","31744074","788","6610","6610","1","33159421","33024777","1254","1218602","1215152","487","0","0","0","3768","3768","10","-6400","0","0","0","0","0","1","1","1","677810578","677613733","3039","558623740","558600303","2827","789888","789888","37","79580","79580","22","27361242","27265448","720","230284","229706","98","89675480","89595143","1518","1161551","1160960","228","0","0","0","0","0","0","7024409","6945116","24","461182926","460969516","4422","0","0","0","0","0","0","58725894","58844350","83","92154967","91672304","148","749707369","0","38317013","7663400","22248389","4449677","497233","2716490","48911","9782","52884","10577","0","-795","5","0","190168042","38033608","63610444","12722089","31079","25280440","0","0","0","0","0","0","0","0","0","0","228485055","45697008","85858833","17171766","528312","27996930","9471918","1894385","1054097","210820","68568","1614997","9445","1889","0","0","0","1889","5","0","1004053","10475971","5640","0","1","0","749707369","6943776"
